Time (sec),Water Level (ft),Water Flowrate (GPM),House Steam Pressure (psig),Steam Pressure (psig),Inlet Water Temperature (C),Outlet Water Temperature (C),Makeup Temperature (C),Makeup Flowrate (L/min),Ambient Temperature (C),Ambient Pressure (kPa),Flow Setpoint (GPM),Flow Control Output (%),Level Setpoint (ft),Level Control Output (%),Steam Setpoint (psig),Steam Control Output (%),Tube-Side Pressure Drop (psig)
85650.526,1.53502,49.880025,55.270465,34.729009,34.164861,36.704518,10.06019,20.651224,23.942706,86.264314,50.062972,79.32826,1.501889,20.986245,34.643577,52.605212,0.499453
85651.526,1.519158,50.017042,55.616301,34.686503,34.209758,36.726464,10.066116,20.61526,23.995354,86.261331,50.063452,79.269947,1.501904,26.211432,34.643909,52.586961,0.496163
85652.526,1.512525,50.145397,55.315569,34.958117,34.232098,36.734157,10.070945,20.547906,23.945768,86.266447,50.065274,79.171045,1.501958,29.364203,34.64517,52.439657,0.460115
85653.526,1.490374,50.175697,54.693573,35.027822,34.22856,36.760738,10.024214,20.523236,23.927922,86.260004,50.061881,79.103847,1.501856,27.443466,34.642822,52.325729,0.486512
85654.526,1.485998,50.258561,55.195299,34.577486,34.240742,36.754069,10.074426,20.554266,23.938009,86.259122,50.0625,78.997865,1.501875,23.211084,34.64325,52.533227,0.498197
85655.532,1.487312,50.341818,55.000469,34.92753,34.21265,36.786744,10.053934,20.656212,23.982616,86.258536,50.061881,78.848139,1.501856,19.676893,34.642822,52.322546,0.498736
85656.532,1.510906,50.384234,55.191005,34.75151,34.237358,36.751636,10.068113,20.785077,23.940292,86.262974,50.062422,78.715522,1.501873,20.697327,34.643196,52.383048,0.471778
85657.532,1.516058,50.385178,55.077652,34.376671,34.214871,36.757808,10.124796,20.874954,23.932547,86.260844,50.060533,78.596365,1.501816,23.554837,34.641889,52.585018,0.530717
85658.532,1.495633,50.375301,55.018896,34.608546,34.231648,36.758357,10.06007,20.975717,23.932957,86.260991,50.06105,78.49641,1.501832,24.891602,34.642247,52.482296,0.486326
85659.537,1.467413,50.29138,54.389306,34.617024,34.232845,36.751438,10.067925,21.076296,23.933461,86.257875,50.06105,78.45856,1.501832,16.537509,34.642247,52.452357,0.490098
85660.537,1.472711,50.16412,55.103858,34.85306,34.250687,36.742515,10.067287,21.105315,24.024164,86.262598,50.061501,78.498686,1.501845,9.164426,34.642558,52.329174,0.504532
85661.538,1.473418,50.092629,54.123526,34.527057,34.235693,36.77856,10.0718,21.062003,24.016954,86.263095,50.0625,78.532914,1.501875,2.878853,34.64325,52.500319,0.481795
85662.54,1.470823,50.022793,55.266165,34.437221,34.251508,36.768211,10.104475,20.969526,23.978669,86.259811,50.060976,78.579371,1.501829,2.094547,34.642195,52.559612,0.500246
85663.54,1.491291,49.947939,54.422243,34.654009,34.252523,36.840184,10.06952,20.951802,23.944785,86.260072,50.061275,78.667368,1.501838,2.719073,34.642402,52.495919,0.481779
85664.54,1.481495,49.91145,54.295177,34.862305,34.29627,36.853628,10.061953,21.033017,24.021114,86.264763,50.062972,78.740164,1.501889,2.476024,34.643577,52.365893,0.497323
85665.54,1.485237,49.818575,54.994176,34.728764,34.275072,36.874108,10.073713,21.207583,24.007626,86.262286,50.061805,78.872564,1.501854,2.752425,34.642769,52.391149,0.485403
85666.54,1.485218,49.733087,54.673878,34.959182,34.24257,36.850656,10.042729,21.387406,24.00473,86.261283,50.062035,79.034287,1.501861,2.167046,34.642928,52.246841,0.492091
85667.54,1.496147,49.649945,55.255419,35.080944,34.248574,36.803181,10.027357,21.472091,23.998667,86.260287,50.061881,79.225496,1.501856,3.214737,34.642822,52.132988,0.472625
85668.54,1.522186,49.632047,55.105763,34.48217,34.212912,36.748574,10.087089,21.473766,24.030463,86.260517,50.061125,79.383417,1.501834,8.388037,34.642298,52.382745,0.474101
85669.54,1.534898,49.738523,54.894997,34.818539,34.22808,36.717769,10.082619,21.381997,24.012407,86.25923,50.061576,79.442511,1.501847,15.154519,34.642611,52.226575,0.463857
85670.543,1.538595,49.900763,54.949637,34.383631,34.257964,36.708243,10.074361,21.241684,24.032516,86.258797,50.062422,79.409078,1.501873,24.869122,34.643196,52.454285,0.468219
85671.543,1.530343,50.099384,55.340932,35.004607,34.221364,36.737086,10.03713,21.142855,24.03214,86.262264,50.062112,79.281674,1.501863,33.138776,34.642981,52.139148,0.46993
85672.543,1.503608,50.255513,55.099901,34.678736,34.242562,36.70542,10.027731,21.045409,24.059376,86.26036,50.060533,79.12079,1.501816,34.594719,34.641889,52.266714,0.479101
85673.55,1.475105,50.32689,54.984244,34.521044,34.233547,36.684624,10.075533,20.929182,24.001728,86.258759,50.061501,78.985359,1.501845,29.451723,34.642558,52.368065,0.481628
85674.55,1.471455,50.308539,55.406349,34.629281,34.243797,36.701309,10.039052,20.77877,24.085281,86.255733,50.061275,78.907268,1.501838,21.336085,34.642402,52.32943,0.480714
85675.55,1.473394,50.275916,54.665073,34.497765,34.242609,36.681553,10.075026,20.637653,24.019837,86.259398,50.061125,78.854723,1.501834,14.242061,34.642298,52.376612,0.487811
85676.55,1.479097,50.241726,55.014043,35.146088,34.204836,36.690985,10.016998,20.612811,24.011172,86.260576,50.0612,78.808817,1.501836,8.154477,34.64235,52.059849,0.44107
85677.55,1.496652,50.252118,55.484048,34.275511,34.215698,36.670278,10.119287,20.627207,23.986458,86.265597,50.063857,78.751742,1.501916,6.069565,34.644189,52.477088,0.490085
85678.55,1.492632,50.317373,55.387225,34.338057,34.232176,36.692123,10.078349,20.713627,24.01664,86.255079,50.060459,78.616768,1.501814,5.108285,34.641838,52.483456,0.50908
85679.55,1.5074,50.365106,55.523511,35.098191,34.16469,36.705697,10.015376,20.950754,24.034663,86.262752,50.062657,78.489643,1.50188,3.747246,34.643358,52.110352,0.459022
85680.552,1.529433,50.377059,55.899161,34.21027,34.192393,36.7007,10.135215,21.134166,24.047002,86.259811,50.061576,78.372785,1.501847,10.650684,34.642611,52.53899,0.483938
85681.552,1.5323,50.304745,55.584781,34.231549,34.205404,36.739267,10.130713,21.218466,24.014317,86.259872,50.062112,78.324462,1.501863,19.026682,34.642981,52.609514,0.483959
85682.552,1.519579,50.137593,55.569293,34.220509,34.201373,36.75747,10.16075,21.218874,24.018938,86.258353,50.062814,78.394602,1.501884,23.480866,34.643467,52.650729,0.472657
85683.552,1.506888,49.96959,55.262997,34.713432,34.175635,36.746479,10.097955,21.129757,23.998658,86.254651,50.059809,78.513913,1.501794,25.844889,34.641388,52.447746,0.454508
85684.552,1.493701,49.793252,55.009983,34.583308,34.183364,36.717122,10.084404,21.048744,24.045031,86.260793,50.063211,78.717022,1.501896,22.476691,34.643742,52.497863,0.532963
85685.556,1.510298,49.719522,55.309325,34.759648,34.228122,36.717844,10.086317,20.971338,24.040719,86.256232,50.05988,78.872612,1.501796,24.072178,34.641437,52.428672,0.467338
85686.556,1.535587,49.674177,54.835754,34.28746,34.219988,36.744172,10.180152,20.833006,23.982233,86.261499,50.062035,79.031501,1.501861,31.516716,34.642928,52.704727,0.456273
85687.556,1.50575,49.639268,55.128744,34.817719,34.256091,36.75412,10.088354,20.687554,24.05564,86.262289,50.061425,79.203438,1.501843,35.628932,34.642506,52.456441,0.48201
85688.558,1.481631,49.721175,54.735669,34.533473,34.207325,36.778531,10.093123,20.610528,24.033529,86.255201,50.05988,79.27191,1.501796,31.046774,34.641437,52.58375,0.502045
85689.562,1.458268,49.848132,55.939433,34.622965,34.230993,36.744133,10.072308,20.643056,24.130826,86.264931,50.064185,79.282837,1.501926,20.461101,34.644416,52.533655,0.480764
85690.562,1.472411,50.006282,55.369585,34.762088,34.235785,36.763639,10.096451,20.768008,24.049305,86.263719,50.063532,79.216488,1.501906,12.634397,34.643964,52.470112,0.472813
85691.564,1.47057,50.165654,55.320456,34.093432,34.313004,36.740609,10.116409,20.942567,24.017896,86.258111,50.062267,79.086532,1.501868,5.014002,34.643088,52.846602,0.507481
85692.564,1.495158,50.28734,55.089743,34.972861,34.262312,36.830825,10.050942,21.107647,24.057811,86.261496,50.061958,78.932687,1.501859,3.582336,34.642875,52.444,0.463878
85693.564,1.495364,50.336434,54.987337,34.718962,34.212965,36.785498,10.0543,21.149187,24.075057,86.259886,50.061501,78.81171,1.501845,2.646921,34.642558,52.505594,0.479408
85694.564,1.491109,50.375055,54.68605,34.887505,34.234942,36.765959,10.07566,21.176251,24.053025,86.259961,50.06105,78.679112,1.501832,2.671631,34.642247,52.409037,0.48552
85695.564,1.490695,50.357752,55.094249,35.039623,34.192419,36.751319,10.056666,21.274131,24.035737,86.259558,50.060827,78.583193,1.501825,3.285944,34.642092,52.28989,
